('베스트웨스턴프리미어강남','한국','서울특별시','강남구','서울특별시 강남구 봉은사로 139',37.506397,127.0298082,3,4,2,'HOTEL','대규모 회의 외국 국빈들 영접 여러 공식 행사 등을 개최하는 건물로 1978년 12월에 준공됐다. 현재 청와대 경내의 현대식 건물 중 가장 오래된 건물이다. 1층은 대접견실로 외국 국빈의 접견 행사를 치르며 2층은 대규모 오찬 및 만찬 행사를 하는 곳으로 무궁화와 월계수 등으로 장식되어 있다.',843000,'Hwi',3,4.2,773,'16:00','10:00')
('머큐어 앰버서더 쏘도베 호텔','한국','서울특별시','강남구','서울특별시 강남구 테헤란로25길 10',37.5013002,127.0354031,1,1,2,'HOTEL','대규모 회의 외국 국빈들 영접 여러 공식 행사 등을 개최하는 건물로 1978년 12월에 준공됐다. 현재 청와대 경내의 현대식 건물 중 가장 오래된 건물이다. 1층은 대접견실로 외국 국빈의 접견 행사를 치르며 2층은 대규모 오찬 및 만찬 행사를 하는 곳으로 무궁화와 월계수 등으로 장식되어 있다.',13000,'노리',2,3.9,265,'17:00','12:00')
('호텔 신라스테이 역삼','한국','서울특별시','강남구','서울특별시 강남구 언주로 517',37.5050433,127.0412654,2,4,2,'HOUSE','대규모 회의 외국 국빈들 영접 여러 공식 행사 등을 개최하는 건물로 1978년 12월에 준공됐다. 현재 청와대 경내의 현대식 건물 중 가장 오래된 건물이다. 1층은 대접견실로 외국 국빈의 접견 행사를 치르며 2층은 대규모 오찬 및 만찬 행사를 하는 곳으로 무궁화와 월계수 등으로 장식되어 있다.',398000,'땃쥐',5,4.5,243,'18:00','11:00')
('알로프트 서울 강남 호텔','한국','서울특별시','강남구','서울특별시 강남구 영동대로 736',37.5237282,127.0557611,3,2,2,'HOUSE','전통 목구조와 궁궐 건축양식을 기본으로 하고 있는데 2층 본채를 중심으로 좌우에 각각 단층의 별채가 배치되어 있고 팔작 지붕을 올린 뒤 한식 청기와 15만 장을 이었다. 지붕에 올린 청기와 모습을 자세히 보면 수키와와 암키와 수막새와 암막새 등 일반 기와 이외에 잡상(雜象)·취두(鷲頭)·용두(龍頭)·토수(吐首) 등 궁궐에서 볼 수 있는 장식 기와를 사용했다.',161000,'데이먼',4,4.7,874,'14:00','12:00')
('호텔 선샤인','한국','서울특별시','강남구','서울특별시 강남구 도산대로 205',37.5205747,127.0287714,1,3,2,'HOUSE','청와대 참모들이 일하는 곳으로 총 3동으로 나뉘어 있다. 이명박 대통령 재임시에 위민관(爲民館)으로 변경되었으며 문재인 대통령이 취임하면서 노무현 정권 시절 증축 당시의 이름이었던 여민관으로 환원되었다. 여민관은 《맹자》에 나오는 구절인 여민동락(與民同樂)에서 취한 것으로 백성과 즐거움을 함께 한다는 뜻이다. 한편 위민은 국민을 위한 정치를 펼친다는 뜻으로 추측한다.',879000,'테리',3,3.0,690,'16:00','13:00')
('영동관광호텔','한국','서울특별시','강남구','서울특별시 강남구 도산대로 144',37.5177632,127.0246113,2,1,2,'HOUSE','대규모 회의 외국 국빈들 영접 여러 공식 행사 등을 개최하는 건물로 1978년 12월에 준공됐다. 현재 청와대 경내의 현대식 건물 중 가장 오래된 건물이다. 1층은 대접견실로 외국 국빈의 접견 행사를 치르며 2층은 대규모 오찬 및 만찬 행사를 하는 곳으로 무궁화와 월계수 등으로 장식되어 있다.',148000,'Dave',3,3.5,569,'14:00','10:00')
('이비스 스타일 앰버서더 강남','한국','서울특별시','강남구','서울특별시 강남구 삼성로 431',37.505102,127.057088,2,1,1,'HOUSE','전통 목구조와 궁궐 건축양식을 기본으로 하고 있는데 2층 본채를 중심으로 좌우에 각각 단층의 별채가 배치되어 있고 팔작 지붕을 올린 뒤 한식 청기와 15만 장을 이었다. 지붕에 올린 청기와 모습을 자세히 보면 수키와와 암키와 수막새와 암막새 등 일반 기와 이외에 잡상(雜象)·취두(鷲頭)·용두(龍頭)·토수(吐首) 등 궁궐에서 볼 수 있는 장식 기와를 사용했다.',582000,'포키',5,3.4,108,'14:00','13:00')
('트리아 관광호텔','한국','서울특별시','강남구','서울특별시 강남구 테헤란로33길 16',37.5028725,127.0394119,2,3,1,'HOTEL','청와대 참모들이 일하는 곳으로 총 3동으로 나뉘어 있다. 이명박 대통령 재임시에 위민관(爲民館)으로 변경되었으며 문재인 대통령이 취임하면서 노무현 정권 시절 증축 당시의 이름이었던 여민관으로 환원되었다. 여민관은 《맹자》에 나오는 구절인 여민동락(與民同樂)에서 취한 것으로 백성과 즐거움을 함께 한다는 뜻이다. 한편 위민은 국민을 위한 정치를 펼친다는 뜻으로 추측한다.',307000,'땃쥐',5,3.9,491,'16:00','11:00')
('글래드 라이브','한국','서울특별시','강남구','서울특별시 강남구 봉은사로 223',37.5083076,127.0362783,2,3,2,'HOUSE','대통령의 집무 등에 사용되는 본 건물로 1991년 9월에 신축되었다. 대통령 집무실이 있으며 국무회의가 열리는 장소이다. 과거에는 수석보좌관 회의도 이곳에서 열렸다. 공간이 필요 이상으로 넓고 업무와 소통을 위한 공간이라기보다 의전만을 위한 건축물에 더 가깝다는 비판도 존재하여 문재인 대통령이 취임하면서 공식적인 업무만 이곳에서 보기로 하였다',824000,'테리',2,3.2,716,'18:00','12:00')
('라까사호텔','한국','서울특별시','강남구','서울특별시 강남구 도산대로1길 83',37.5221508,127.0195823,1,3,1,'GUESTHOUSE','전통 목구조와 궁궐 건축양식을 기본으로 하고 있는데 2층 본채를 중심으로 좌우에 각각 단층의 별채가 배치되어 있고 팔작 지붕을 올린 뒤 한식 청기와 15만 장을 이었다. 지붕에 올린 청기와 모습을 자세히 보면 수키와와 암키와 수막새와 암막새 등 일반 기와 이외에 잡상(雜象)·취두(鷲頭)·용두(龍頭)·토수(吐首) 등 궁궐에서 볼 수 있는 장식 기와를 사용했다.',420000,'Tany',5,4.2,799,'16:00','10:00')
('호텔 그라모스','한국','서울특별시','강남구','테헤란로33길 6-5',37.5025724,127.0398857,1,4,2,'HOUSE','청와대 참모들이 일하는 곳으로 총 3동으로 나뉘어 있다. 이명박 대통령 재임시에 위민관(爲民館)으로 변경되었으며 문재인 대통령이 취임하면서 노무현 정권 시절 증축 당시의 이름이었던 여민관으로 환원되었다. 여민관은 《맹자》에 나오는 구절인 여민동락(與民同樂)에서 취한 것으로 백성과 즐거움을 함께 한다는 뜻이다. 한편 위민은 국민을 위한 정치를 펼친다는 뜻으로 추측한다.',550000,'후',3,4.8,7,'16:00','10:00')
('힐탑 관광호텔','한국','서울특별시','강남구','서울특별시 강남구 논현로 647',37.5115484,127.0314888,2,3,2,'HOTEL','1993년 7월 기존에 존재하던 궁정동 안가를 철거한 뒤 만든 시민공원이다.[30] 안가 5채를 헐어 조성했으며 10560m2 규모다. 동산의 정원은 청와대 쪽을 향하고 있으며 후문은 창의문 쪽을 바라보고 있다. 동산 가운데에는 중앙광장이 있는데 이곳의 가운데에는 궁정동을 의미하는 우물 정(井) 자 모양의 우물이 있다. 또한 박정희가 최후를 맞이한 자리인 과거의 안가 나동 대연회장 자리에는 길이 30m 높이 3m의 돌담이 위치하고 있다.',944000,'산토리',4,4.5,457,'14:00','12:00')
('뉴힐탑 관광호텔','한국','서울특별시','강남구','서울특별시 강남구 논현로 645',37.5111132,127.0314126,1,4,1,'HOUSE','청와대 참모들이 일하는 곳으로 총 3동으로 나뉘어 있다. 이명박 대통령 재임시에 위민관(爲民館)으로 변경되었으며 문재인 대통령이 취임하면서 노무현 정권 시절 증축 당시의 이름이었던 여민관으로 환원되었다. 여민관은 《맹자》에 나오는 구절인 여민동락(與民同樂)에서 취한 것으로 백성과 즐거움을 함께 한다는 뜻이다. 한편 위민은 국민을 위한 정치를 펼친다는 뜻으로 추측한다.',539000,'ikjo',2,4.8,339,'14:00','11:00')
('녹스부띠끄 관광호텔','한국','서울특별시','강남구','서울특별시 강남구 테헤란로37길 13-13',37.5026951,127.0397745,3,2,2,'GUESTHOUSE','청와대 참모들이 일하는 곳으로 총 3동으로 나뉘어 있다. 이명박 대통령 재임시에 위민관(爲民館)으로 변경되었으며 문재인 대통령이 취임하면서 노무현 정권 시절 증축 당시의 이름이었던 여민관으로 환원되었다. 여민관은 《맹자》에 나오는 구절인 여민동락(與民同樂)에서 취한 것으로 백성과 즐거움을 함께 한다는 뜻이다. 한편 위민은 국민을 위한 정치를 펼친다는 뜻으로 추측한다.',237000,'Hwi',4,3.8,155,'15:00','12:00')
('제이비스 호텔','한국','서울특별시','강남구','서울특별시 강남구 선릉로90길 46',37.5048902,127.0529349,3,1,1,'HOTEL','전통 목구조와 궁궐 건축양식을 기본으로 하고 있는데 2층 본채를 중심으로 좌우에 각각 단층의 별채가 배치되어 있고 팔작 지붕을 올린 뒤 한식 청기와 15만 장을 이었다. 지붕에 올린 청기와 모습을 자세히 보면 수키와와 암키와 수막새와 암막새 등 일반 기와 이외에 잡상(雜象)·취두(鷲頭)·용두(龍頭)·토수(吐首) 등 궁궐에서 볼 수 있는 장식 기와를 사용했다.',345000,'Phil',2,4.0,882,'15:00','13:00')
('호텔 자이언트','한국','서울특별시','강남구','서울특별시 강남구 봉은사로 459',37.5123797,127.0497793,1,2,2,'GUESTHOUSE','대통령과 그 가족이 생활했던 곳으로 1990년에 준공되었다. 대통령 가족의 사적인 공간이기에 청와대 내에서도 가장 폐쇄적인 공간으로 취재진에게도 잘 공개되지 않았다. 이후 노무현이 재임 중인 2003년 3월과 11월에 관저 입구를 공개한 적이 있었으며 이명박도 재임 중에 가족 생활과 관련한 모습을 공개한 적이 있다. 문재인도 재임 중에 관저 입구에서 출근하는 모습을 몇 번 공개했었다.',793000,'땃쥐',3,4.2,372,'16:00','11:00')
('라비타 호텔','한국','서울특별시','강남구','서울특별시 강남구 영동대로 712',37.5214225,127.05689,2,1,1,'GUESTHOUSE','전통 목구조와 궁궐 건축양식을 기본으로 하고 있는데 2층 본채를 중심으로 좌우에 각각 단층의 별채가 배치되어 있고 팔작 지붕을 올린 뒤 한식 청기와 15만 장을 이었다. 지붕에 올린 청기와 모습을 자세히 보면 수키와와 암키와 수막새와 암막새 등 일반 기와 이외에 잡상(雜象)·취두(鷲頭)·용두(龍頭)·토수(吐首) 등 궁궐에서 볼 수 있는 장식 기와를 사용했다.',729000,'Phil',4,3.5,854,'14:00','10:00')
('렉스관광호텔','한국','서울특별시','강남구','서울특별시 강남구 강남대로 588',37.5143602,127.0204684,3,4,2,'HOUSE','대통령과 그 가족이 생활했던 곳으로 1990년에 준공되었다. 대통령 가족의 사적인 공간이기에 청와대 내에서도 가장 폐쇄적인 공간으로 취재진에게도 잘 공개되지 않았다. 이후 노무현이 재임 중인 2003년 3월과 11월에 관저 입구를 공개한 적이 있었으며 이명박도 재임 중에 가족 생활과 관련한 모습을 공개한 적이 있다. 문재인도 재임 중에 관저 입구에서 출근하는 모습을 몇 번 공개했었다.',13000,'Yan',4,4.1,412,'16:00','10:00')
('호텔 G','한국','서울특별시','강남구','서울특별시 강남구 학동로 141',37.5124348,127.0265824,3,3,1,'HOUSE','대통령과 그 가족이 생활했던 곳으로 1990년에 준공되었다. 대통령 가족의 사적인 공간이기에 청와대 내에서도 가장 폐쇄적인 공간으로 취재진에게도 잘 공개되지 않았다. 이후 노무현이 재임 중인 2003년 3월과 11월에 관저 입구를 공개한 적이 있었으며 이명박도 재임 중에 가족 생활과 관련한 모습을 공개한 적이 있다. 문재인도 재임 중에 관저 입구에서 출근하는 모습을 몇 번 공개했었다.',417000,'Hanse',6,5.0,37,'15:00','11:00')
('호텔 더 디자이너스 삼성','한국','서울특별시','강남구','서울특별시 강남구 테헤란로79길 7, 9',37.5073624,127.0550564,1,3,2,'HOTEL','청와대의 정원인 녹지원 뒤에 위치한 전통 한옥으로 외빈 접견 등에 사용되는 곳이다. 상춘재의 뜻은 봄이 늘 계속되는 집이다. 지금의 상춘재 자리는 일제 시대 때 일본식 목조 건물인 매화실(梅花室)이라는 별관이 있던 자리다. 약 66m2 규모의 크기였다. 정부 수립 이후 상춘실(常春室)로 바뀌었는데 다과나 만찬 행사 등 의전용 건물로 쓰였다.',931000,'반스',3,4.8,389,'18:00','11:00')
('호텔 컬리넌 역삼','한국','서울특별시','강남구','서울특별시 강남구 언주로87길 11',37.5013786,127.0421072,2,2,1,'HOUSE','전통 목구조와 궁궐 건축양식을 기본으로 하고 있는데 2층 본채를 중심으로 좌우에 각각 단층의 별채가 배치되어 있고 팔작 지붕을 올린 뒤 한식 청기와 15만 장을 이었다. 지붕에 올린 청기와 모습을 자세히 보면 수키와와 암키와 수막새와 암막새 등 일반 기와 이외에 잡상(雜象)·취두(鷲頭)·용두(龍頭)·토수(吐首) 등 궁궐에서 볼 수 있는 장식 기와를 사용했다.',601000,'zzangmin',4,3.7,486,'16:00','11:00')
('에이치 에비뉴 호텔 역삼','한국','서울특별시','강남구','서울특별시 강남구 테헤란로29길 12',37.5024918,127.038775,3,1,2,'HOTEL','대통령과 그 가족이 생활했던 곳으로 1990년에 준공되었다. 대통령 가족의 사적인 공간이기에 청와대 내에서도 가장 폐쇄적인 공간으로 취재진에게도 잘 공개되지 않았다. 이후 노무현이 재임 중인 2003년 3월과 11월에 관저 입구를 공개한 적이 있었으며 이명박도 재임 중에 가족 생활과 관련한 모습을 공개한 적이 있다. 문재인도 재임 중에 관저 입구에서 출근하는 모습을 몇 번 공개했었다.',214000,'루이',5,5.0,898,'14:00','11:00')
('호텔 데님','한국','서울특별시','강남구','서울특별시 강남구 논현로 66',37.4761992,127.04667,3,4,1,'HOTEL','대통령과 그 가족이 생활했던 곳으로 1990년에 준공되었다. 대통령 가족의 사적인 공간이기에 청와대 내에서도 가장 폐쇄적인 공간으로 취재진에게도 잘 공개되지 않았다. 이후 노무현이 재임 중인 2003년 3월과 11월에 관저 입구를 공개한 적이 있었으며 이명박도 재임 중에 가족 생활과 관련한 모습을 공개한 적이 있다. 문재인도 재임 중에 관저 입구에서 출근하는 모습을 몇 번 공개했었다.',886000,'donggi',4,3.3,440,'17:00','12:00')
('도미인 프리미엄 서울 가로수길 호텔','한국','서울특별시','강남구','서울특별시 강남구 도산대로 119',37.5173225,127.0214762,2,3,2,'GUESTHOUSE','전통 목구조와 궁궐 건축양식을 기본으로 하고 있는데 2층 본채를 중심으로 좌우에 각각 단층의 별채가 배치되어 있고 팔작 지붕을 올린 뒤 한식 청기와 15만 장을 이었다. 지붕에 올린 청기와 모습을 자세히 보면 수키와와 암키와 수막새와 암막새 등 일반 기와 이외에 잡상(雜象)·취두(鷲頭)·용두(龍頭)·토수(吐首) 등 궁궐에서 볼 수 있는 장식 기와를 사용했다.',406000,'Jerry',4,3.1,954,'14:00','11:00')
('리치웰 호텔','한국','서울특별시','강남구','서울특별시 강남구 테헤란로37길 13-10',37.5029843,127.0398428,1,1,1,'GUESTHOUSE','청와대의 정원인 녹지원 뒤에 위치한 전통 한옥으로 외빈 접견 등에 사용되는 곳이다. 상춘재의 뜻은 봄이 늘 계속되는 집이다. 지금의 상춘재 자리는 일제 시대 때 일본식 목조 건물인 매화실(梅花室)이라는 별관이 있던 자리다. 약 66m2 규모의 크기였다. 정부 수립 이후 상춘실(常春室)로 바뀌었는데 다과나 만찬 행사 등 의전용 건물로 쓰였다.',448000,'Nathan',6,3.7,304,'17:00','13:00')
('보리호텔','한국','서울특별시','강남구','서울특별시 강남구 역삼로 160',37.4947417,127.0367316,2,1,1,'HOTEL','1993년 7월 기존에 존재하던 궁정동 안가를 철거한 뒤 만든 시민공원이다.[30] 안가 5채를 헐어 조성했으며 10560m2 규모다. 동산의 정원은 청와대 쪽을 향하고 있으며 후문은 창의문 쪽을 바라보고 있다. 동산 가운데에는 중앙광장이 있는데 이곳의 가운데에는 궁정동을 의미하는 우물 정(井) 자 모양의 우물이 있다. 또한 박정희가 최후를 맞이한 자리인 과거의 안가 나동 대연회장 자리에는 길이 30m 높이 3m의 돌담이 위치하고 있다.',159000,'반스',2,4.6,124,'17:00','13:00')
('더제리스 플래닛 호텔','한국','서울특별시','강남구','서울특별시 강남구 강남대로92길 13',37.4990526,127.0284986,2,1,1,'HOUSE','대규모 회의 외국 국빈들 영접 여러 공식 행사 등을 개최하는 건물로 1978년 12월에 준공됐다. 현재 청와대 경내의 현대식 건물 중 가장 오래된 건물이다. 1층은 대접견실로 외국 국빈의 접견 행사를 치르며 2층은 대규모 오찬 및 만찬 행사를 하는 곳으로 무궁화와 월계수 등으로 장식되어 있다.',172000,'산토리',6,4.1,714,'15:00','12:00')
('호텔 포레힐','한국','서울특별시','강남구','서울특별시 강남구  학동로 117',37.5121428,127.0236524,3,1,2,'HOTEL','청와대의 정원인 녹지원 뒤에 위치한 전통 한옥으로 외빈 접견 등에 사용되는 곳이다. 상춘재의 뜻은 봄이 늘 계속되는 집이다. 지금의 상춘재 자리는 일제 시대 때 일본식 목조 건물인 매화실(梅花室)이라는 별관이 있던 자리다. 약 66m2 규모의 크기였다. 정부 수립 이후 상춘실(常春室)로 바뀌었는데 다과나 만찬 행사 등 의전용 건물로 쓰였다.',195000,'피오',6,4.4,691,'16:00','10:00')
('호텔 카푸치노','한국','서울특별시','강남구','서울특별시 강남구 봉은사로 155',37.5069001,127.0314964,3,3,2,'HOTEL','대통령의 집무 등에 사용되는 본 건물로 1991년 9월에 신축되었다. 대통령 집무실이 있으며 국무회의가 열리는 장소이다. 과거에는 수석보좌관 회의도 이곳에서 열렸다. 공간이 필요 이상으로 넓고 업무와 소통을 위한 공간이라기보다 의전만을 위한 건축물에 더 가깝다는 비판도 존재하여 문재인 대통령이 취임하면서 공식적인 업무만 이곳에서 보기로 하였다',26000,'검봉',6,4.0,886,'16:00','13:00')
('베니키아 노블레스 호텔','한국','서울특별시','강남구','서울특별시 강남구 테헤란로25길 6-13',37.5014053,127.0358258,2,1,1,'HOUSE','1993년 7월 기존에 존재하던 궁정동 안가를 철거한 뒤 만든 시민공원이다.[30] 안가 5채를 헐어 조성했으며 10560m2 규모다. 동산의 정원은 청와대 쪽을 향하고 있으며 후문은 창의문 쪽을 바라보고 있다. 동산 가운데에는 중앙광장이 있는데 이곳의 가운데에는 궁정동을 의미하는 우물 정(井) 자 모양의 우물이 있다. 또한 박정희가 최후를 맞이한 자리인 과거의 안가 나동 대연회장 자리에는 길이 30m 높이 3m의 돌담이 위치하고 있다.',427000,'Dave',4,3.1,10,'14:00','13:00')
('부띠끄 호텔 엑스와이엠','한국','서울특별시','강남구','서울특별시 강남구 테헤란로 611',37.5095915,127.0642688,3,1,2,'HOUSE','청와대 참모들이 일하는 곳으로 총 3동으로 나뉘어 있다. 이명박 대통령 재임시에 위민관(爲民館)으로 변경되었으며 문재인 대통령이 취임하면서 노무현 정권 시절 증축 당시의 이름이었던 여민관으로 환원되었다. 여민관은 《맹자》에 나오는 구절인 여민동락(與民同樂)에서 취한 것으로 백성과 즐거움을 함께 한다는 뜻이다. 한편 위민은 국민을 위한 정치를 펼친다는 뜻으로 추측한다.',320000,'Dave',4,3.0,963,'14:00','13:00')
('호텔 페이토 삼성','한국','서울특별시','강남구','서울특별시 강남구 테헤란로87길 9',37.5084491,127.0587107,1,1,1,'HOUSE','청와대 참모들이 일하는 곳으로 총 3동으로 나뉘어 있다. 이명박 대통령 재임시에 위민관(爲民館)으로 변경되었으며 문재인 대통령이 취임하면서 노무현 정권 시절 증축 당시의 이름이었던 여민관으로 환원되었다. 여민관은 《맹자》에 나오는 구절인 여민동락(與民同樂)에서 취한 것으로 백성과 즐거움을 함께 한다는 뜻이다. 한편 위민은 국민을 위한 정치를 펼친다는 뜻으로 추측한다.',927000,'ikjo',2,3.6,687,'15:00','12:00')
('호텔 더 디자이너스 리즈 강남 프리미어','한국','서울특별시','강남구','서울특별시 강남구 봉은사로 113',37.5052667,127.0258787,2,3,1,'HOTEL','대통령의 집무 등에 사용되는 본 건물로 1991년 9월에 신축되었다. 대통령 집무실이 있으며 국무회의가 열리는 장소이다. 과거에는 수석보좌관 회의도 이곳에서 열렸다. 공간이 필요 이상으로 넓고 업무와 소통을 위한 공간이라기보다 의전만을 위한 건축물에 더 가깝다는 비판도 존재하여 문재인 대통령이 취임하면서 공식적인 업무만 이곳에서 보기로 하였다',708000,'Shine',5,3.6,29,'16:00','13:00')
('강남 스테이 호텔','한국','서울특별시','강남구','서울특별시 강남구 논현로87길 15-4',37.4994243,127.0354447,3,3,1,'GUESTHOUSE','청와대의 정원인 녹지원 뒤에 위치한 전통 한옥으로 외빈 접견 등에 사용되는 곳이다. 상춘재의 뜻은 봄이 늘 계속되는 집이다. 지금의 상춘재 자리는 일제 시대 때 일본식 목조 건물인 매화실(梅花室)이라는 별관이 있던 자리다. 약 66m2 규모의 크기였다. 정부 수립 이후 상춘실(常春室)로 바뀌었는데 다과나 만찬 행사 등 의전용 건물로 쓰였다.',844000,'Sammy',2,5.0,731,'15:00','11:00')
('호텔 소울하다','한국','서울특별시','강남구','서울특별시 강남구 테헤란로10길 5',37.4987567,127.0325304,1,1,2,'GUESTHOUSE','청와대 참모들이 일하는 곳으로 총 3동으로 나뉘어 있다. 이명박 대통령 재임시에 위민관(爲民館)으로 변경되었으며 문재인 대통령이 취임하면서 노무현 정권 시절 증축 당시의 이름이었던 여민관으로 환원되었다. 여민관은 《맹자》에 나오는 구절인 여민동락(與民同樂)에서 취한 것으로 백성과 즐거움을 함께 한다는 뜻이다. 한편 위민은 국민을 위한 정치를 펼친다는 뜻으로 추측한다.',111000,'Tany',5,4.9,418,'16:00','13:00')
